match_id,blue_win,blue_champ_1,blue_item_1_0,blue_item_1_1,blue_item_1_2,blue_item_1_3,blue_item_1_4,blue_item_1_5,blue_item_1_6,blue_champ_2,blue_item_2_0,blue_item_2_1,blue_item_2_2,blue_item_2_3,blue_item_2_4,blue_item_2_5,blue_item_2_6,blue_champ_3,blue_item_3_0,blue_item_3_1,blue_item_3_2,blue_item_3_3,blue_item_3_4,blue_item_3_5,blue_item_3_6,blue_champ_4,blue_item_4_0,blue_item_4_1,blue_item_4_2,blue_item_4_3,blue_item_4_4,blue_item_4_5,blue_item_4_6,blue_champ_5,blue_item_5_0,blue_item_5_1,blue_item_5_2,blue_item_5_3,blue_item_5_4,blue_item_5_5,blue_item_5_6,red_champ_1,red_item_1_0,red_item_1_1,red_item_1_2,red_item_1_3,red_item_1_4,red_item_1_5,red_item_1_6,red_champ_2,red_item_2_0,red_item_2_1,red_item_2_2,red_item_2_3,red_item_2_4,red_item_2_5,red_item_2_6,red_champ_3,red_item_3_0,red_item_3_1,red_item_3_2,red_item_3_3,red_item_3_4,red_item_3_5,red_item_3_6,red_champ_4,red_item_4_0,red_item_4_1,red_item_4_2,red_item_4_3,red_item_4_4,red_item_4_5,red_item_4_6,red_champ_5,red_item_5_0,red_item_5_1,red_item_5_2,red_item_5_3,red_item_5_4,red_item_5_5,red_item_5_6
EUW1_7633085107,1,420,3070,2003,0,0,0,0,3340,35,1102,2003,0,0,0,0,3340,112,1056,2003,0,0,0,0,3340,901,1055,2003,0,0,0,0,3340,267,3865,2003,0,0,0,0,3340,106,1056,2003,0,0,0,0,3340,141,1102,0,0,0,0,0,3340,103,2003,1056,0,0,0,0,3340,523,1055,2003,0,0,0,0,3340,526,3865,0,0,0,0,0,0
EUW1_7633032144,1,420,1055,3174,2031,6662,3071,3067,3340,799,3161,6692,3047,2055,0,0,3364,157,1055,3031,3006,6672,6673,1036,3340,804,1037,6672,3172,3085,1018,1038,3363,161,3871,3020,6655,3145,1058,0,3364,114,1055,3074,2055,1001,1029,0,3340,254,1102,3047,6692,3133,1028,1028,3364,105,1056,6655,3020,3100,1052,0,3363,145,1055,6672,3006,3124,1052,1043,3363,555,6696,3009,3134,6690,0,3869,3364
EUW1_7628491381,1,86,6631,3046,3053,3173,3071,6333,3364,64,2055,6692,6610,3173,3071,3026,3340,238,6692,3158,6699,6694,3814,6696,3364,115,4628,2503,3041,3175,4645,3089,3363,35,3871,4628,3171,2503,4630,6653,3364,516,3068,1054,3075,3047,2504,3110,3340,62,3078,3047,6610,2019,3133,3156,3364,55,4645,3020,3100,3157,3089,4630,3364,51,3031,6676,6673,3036,3006,3072,3340,25,3871,3116,3145,3158,6653,4630,3340
EUW1_7628359855,0,24,3115,3152,3158,3113,1026,3057,3340,887,1058,4633,3115,3020,1052,1052,3364,91,1055,2031,3142,1001,0,6698,3363,110,1031,3153,3047,3124,3302,1057,3340,89,3869,3190,3067,3109,1057,3047,3364,223,1054,3084,3068,3111,3065,1033,3340,5,3053,6692,0,6610,0,3173,3364,800,3020,4628,3089,2503,3145,1058,3340,21,1055,6676,3170,3036,6696,3031,3340,78,3190,3876,3110,3076,1033,3111,3364
EUW1_7627759709,0,79,4629,6655,3020,4645,0,0,3340,19,3075,6631,3047,3153,3065,1011,3340,103,1056,6655,3020,4646,3145,0,3340,22,1055,3006,3032,3031,3144,0,3340,555,3877,3142,1036,1036,3179,3013,3364,10,4645,3172,3115,3116,3100,0,3340,80,2021,3142,3123,6692,0,3111,3364,105,3157,3100,4645,3158,1056,2508,3364,21,6676,3072,3172,3031,0,0,3340,235,3871,3094,3170,3179,3035,3123,3364
EUW1_7627717698,1,50,3802,3116,3111,6653,2508,0,3340,904,3748,3173,2055,6610,0,0,3364,4,6655,3089,3057,0,1052,3170,3363,96,3124,3006,3153,1018,2055,0,3363,117,3870,3171,3504,1004,2022,3113,3364,54,1056,3047,6665,6664,3076,1026,3340,238,3814,3142,3158,3134,1036,1036,3364,99,1056,6655,4646,3020,4645,0,3340,222,1055,3032,2031,3006,1037,1018,3363,16,3870,6617,3158,2055,3114,3067,3364
EUW1_7627666694,0,887,1056,3115,3047,4633,4645,0,3340,517,3152,3157,4633,3020,3113,3067,3364,910,2503,3040,3020,4645,3089,0,3363,221,3036,3032,3006,3085,3031,3153,3340,117,3870,2065,1029,6617,3504,3158,3364,86,3161,3172,6631,3046,3031,3033,3340,54,2502,2504,3110,3173,1026,3068,3364,18,6676,3172,3026,3031,6675,3094,3364,804,3031,6672,3006,3085,3035,6670,3340,63,3871,3157,3116,6653,3175,1058,3364
EUW1_7616564435,0,897,1054,3047,6662,2502,0,0,3340,64,3158,3142,6692,1036,6676,1036,3340,893,3020,4646,3145,1058,1082,1056,3364,22,3032,3009,3153,3085,0,0,3340,117,3870,2055,6617,3158,3504,3067,3364,86,3044,3077,3071,1029,3172,3046,3340,234,6676,3078,6670,2055,0,2422,3340,84,1054,3041,4630,4646,3020,4645,3364,221,3031,3172,1042,3087,1042,0,3363,202,3877,6676,3006,3031,0,0,3340
EUW1_7616519408,0,804,3085,3153,3172,1038,1037,1018,3340,517,3171,3157,3152,1082,4633,1052,3340,11,3124,6672,3153,3006,0,0,3340,42,1055,3078,3042,3174,1018,1038,3363,497,3876,3171,3190,3076,1028,1029,3364,122,6631,3047,3742,1055,1037,0,3340,24,3124,3157,3110,3115,1037,3158,3340,777,1055,3032,2055,3006,6673,3031,3340,18,3006,6675,3031,6676,3123,1018,3340,25,3158,3157,6653,3871,1058,0,3364
EUW1_7616145006,1,48,3153,3074,3078,3174,3053,1036,3363,56,3032,6692,3172,6673,3031,3073,3363,134,3089,6655,3175,2421,4645,3135,3364,222,3814,6676,3172,3085,3031,3072,3363,63,2503,3116,3871,2055,6653,3175,3364,86,3033,3046,3031,3053,3161,6631,3340,28,4646,3157,4645,3089,1033,3020,3340,101,6655,3157,3089,3020,3041,4628,3340,22,3153,3009,6672,3123,3302,1037,3363,98,3077,3143,3084,3047,3075,6664,3364
EUW1_7616086802,0,86,6631,3046,3071,3010,1036,1028,3340,875,6631,2501,3009,2021,1037,1028,3364,29,3115,3089,3157,3158,4645,4628,3363,222,3006,1055,3032,3031,1018,3134,3340,51,0,3877,3142,3009,6676,3179,3364,54,3075,3068,3110,3174,1057,3211,3340,24,3174,3157,6610,3078,0,0,3364,55,3051,3175,3100,4645,3089,0,3340,202,6676,3142,3170,3094,3031,3036,3363,517,3871,3157,3152,3171,4646,3089,3364
EUW1_7660061555,0,777,1055,3006,3153,6670,0,0,3340,131,4633,6653,3020,2502,1052,0,3340,3,3075,6657,3047,1033,3082,1029,3340,51,6676,3006,3031,3094,0,1055,3363,29,3115,3089,3871,1052,0,3006,3364,24,3078,3157,6610,3174,1037,1028,3340,517,2421,3152,4633,0,0,3020,3364,238,6692,3142,3071,3171,6695,3133,3364,67,1055,3006,6672,3073,3153,0,3340,63,3871,3116,6653,2055,3175,0,3364
EUW1_7659998078,0,82,3075,3116,3111,4633,3067,1006,3340,154,3075,3068,3041,3158,3211,1028,3340,45,3145,6655,3089,3157,3020,1033,3340,18,6676,3032,3006,3031,3036,3134,3363,902,3870,6620,3504,3158,6617,0,3364,266,2019,6610,6695,3170,3071,3133,3340,17,3175,3118,6653,1082,3145,2055,3364,800,3175,4645,3145,4628,2503,3089,3364,222,3032,3085,3031,3035,0,3172,3340,412,3170,3190,3107,3067,3869,0,3364
EUW1_7659948909,1,86,6631,3172,1054,3046,3110,3044,3340,233,3111,3153,3071,6333,2055,0,3340,45,3175,6655,4645,2420,1052,0,3340,145,2421,6672,3124,3172,3115,3302,3340,432,3877,3190,3107,2055,3066,3009,3364,875,3084,3111,3053,1055,3044,1042,3340,102,3161,2055,3115,3153,3006,0,3340,517,1054,3152,3158,4633,1058,1029,3340,15,3031,1055,3006,3508,6675,1036,3363,267,3871,3107,3158,4005,3113,3114,3364
EUW1_7658021872,1,122,1054,6631,3053,3111,2019,1036,3340,266,3173,6610,3077,6699,6697,3161,3364,38,3041,3157,3175,6657,3040,3802,3363,110,3142,3042,3171,6701,6694,3134,3363,89,3869,3190,3174,2055,3075,3109,3364,17,4645,3118,3020,6653,4646,0,3340,234,6673,6672,3047,6676,1038,0,3340,61,1056,2503,3020,4628,1058,1029,3340,222,3031,3033,3006,3032,0,0,3363,201,3190,3869,3082,3047,3075,1029,3364
EUW1_7657966288,1,86,6631,3006,1054,3046,3161,2021,3340,28,2055,1082,3020,3089,3100,0,3340,238,1054,6699,3171,6696,3155,3133,3364,498,3032,3172,3031,1036,0,2003,3363,235,3877,3071,3170,3134,0,0,3364,901,1055,3508,3009,3094,6670,0,3340,107,3035,6698,3142,0,0,3158,3364,45,1056,6655,1052,3020,3089,1029,3340,39,2019,3047,3153,1055,6610,1036,3340,117,2065,3504,3871,3158,0,0,3364
EUW1_7657885911,1,54,6662,3047,3118,3075,3068,3110,3340,234,6676,3026,3111,3036,6673,6672,3340,103,3158,3118,3157,4645,3089,4630,3364,50,3116,3147,6657,3047,3108,0,3364,350,3870,3222,6617,6616,4005,1004,3364,86,6631,3172,3071,3046,0,0,3340,59,3173,6610,6692,3065,3110,2019,3340,136,1058,3040,3175,2503,3116,6653,3340,202,3036,3142,6676,3009,1055,3031,3340,43,2055,3107,3870,6617,3165,3171,3364
EUW1_7657809256,0,86,6631,3170,4401,3742,3071,2021,3340,234,6676,6672,3174,3036,3031,3026,3364,901,3508,3009,3140,3031,3094,3123,3340,804,3031,6672,3006,3046,3036,1038,3363,161,3175,3040,3871,3165,4632,2055,3363,83,3143,3047,3110,6692,3053,2021,3340,59,3143,3071,3047,6610,3110,3026,3364,90,2503,3143,3020,3157,3116,6653,3363,96,3124,3153,3085,3006,6665,3302,3363,16,3870,3107,3158,6617,6616,1011,3364
EUW1_7655500575,1,799,1055,6692,3047,6333,2021,0,3340,9,3175,3152,4645,1058,1058,0,3330,39,3174,3153,3181,3091,6610,3133,3340,18,3031,3032,3172,6676,0,0,3340,902,3870,3158,6620,1028,3504,0,3364,17,2421,3006,3165,3118,0,0,3340,141,6699,3111,3044,0,0,3067,3340,91,3047,3142,1036,6695,3133,1036,3340,21,1055,6676,3006,3033,3031,0,3363,800,3871,3020,3070,6655,3145,0,3364
EUW1_7655428744,0,887,3157,3115,3175,4633,3089,0,3363,54,3047,3068,3075,2504,1057,1031,3364,157,2504,3172,3153,6673,3031,0,3340,222,3032,3026,3006,3085,3031,0,3363,111,3869,3190,3075,3047,3109,0,3364,83,3075,3078,3111,3161,6694,1028,3340,517,3102,3113,3157,4645,3158,3100,3364,136,3116,6653,3070,1056,3020,1058,3340,145,3006,6672,3115,3124,4645,3135,3363,117,3870,3107,0,3158,3504,6617,3364
EUW1_7655369301,0,86,6631,3053,3742,3006,0,0,3340,68,3157,1082,3020,8010,6653,1052,3340,893,3003,6653,0,1082,3158,0,3340,202,1055,3035,3031,3009,6676,3094,3363,25,3158,3871,1026,1011,1052,3157,3364,3,1052,1082,6657,3173,6664,3147,3340,104,3142,3156,3173,6676,3036,1036,3364,122,3053,3009,3078,3742,4401,1057,3340,21,3031,6676,3072,6694,3086,1042,3340,902,3870,6617,3114,3111,0,6620,3364
EUW1_7654243374,1,54,1054,3020,3118,1028,4646,3089,3340,141,6692,6699,3047,3161,0,0,3340,90,3118,2503,3020,6653,1056,3116,3363,202,1055,3142,3170,6676,3031,1018,3363,101,6655,3871,3175,4628,0,0,3364,17,3102,6653,3009,1052,2022,0,3340,56,6698,6696,3111,6701,0,0,3340,55,1055,6631,6672,3111,1036,1043,3340,21,1055,3142,3009,6676,3133,1036,3363,53,3871,3009,4646,0,0,0,3364
EUW1_7654166851,0,114,3078,3074,3111,6333,0,0,3364,11,3091,6672,3006,3124,3153,3066,3340,90,3116,3157,6653,3020,3089,2503,3363,202,1038,6676,3009,3031,3094,3036,3363,902,3870,6620,3158,6617,6621,3114,3364,17,3089,3118,3175,6653,4646,3165,3340,141,3071,6699,3174,3161,3067,3211,3340,103,3118,3157,4645,2031,6655,3175,3363,51,3072,3036,3094,3006,3031,6676,3363,40,2065,3870,2055,3107,3170,6617,3364
EUW1_7652774721,1,17,6653,3118,3175,4645,3135,3145,3340,64,6610,6692,3173,3071,3156,0,3340,3,1056,0,3157,4633,6664,3173,3364,119,6676,3072,3006,3036,3031,3094,3363,43,3871,2065,3118,3114,3170,1028,3364,76,1054,3161,3157,3111,3078,2021,3364,5,3111,6610,3071,3053,0,0,3364,161,3020,4630,4645,6655,3089,1026,3363,51,6695,6676,3006,3031,3094,3035,3363,111,3876,3190,3047,3075,1057,1028,3364
EUW1_7649985895,0,266,1054,3161,3174,6699,2021,1037,3340,19,3174,3124,6672,3153,6610,0,3364,34,6653,3040,2503,3175,0,0,3340,222,1055,3032,3006,3046,1018,1037,3340,902,3870,6620,6617,3171,0,1082,3364,86,6631,3006,3046,3033,2019,3133,3340,11,3124,3153,3073,3006,1028,0,3340,131,1056,2420,3152,3020,3916,4645,3340,67,3153,3006,3124,1055,3051,1042,3340,80,3877,1053,3111,1043,6692,3179,3364
EUW1_7649945318,1,86,6631,3006,1055,3044,1028,2022,3513,106,1102,4629,3111,3086,1042,1042,3364,134,1056,2503,1052,2055,1082,2422,3340,236,2055,0,6672,3006,1055,0,3340,267,3870,4642,3158,3067,2055,0,3364,57,3121,1001,1029,1011,0,0,3340,19,3077,1102,1037,1001,1053,1043,3340,90,1056,2503,1052,3070,3020,1052,3340,21,3072,3006,1037,0,0,0,3340,63,3871,3116,0,3020,0,0,3364
EUW1_7649855435,1,17,1056,3020,3118,2503,6653,1026,3340,131,4645,3115,3157,3020,1058,0,3340,777,1055,3153,3032,3006,1018,1038,3340,21,1036,3072,6676,3031,3009,3134,3363,201,3869,3190,3076,3109,0,3047,3364,67,3006,3153,3124,3302,1057,0,3364,24,3157,3078,6610,3111,0,0,3340,3,2421,3068,3111,4633,1056,0,3340,804,3031,3046,6672,3172,1036,3144,3363,235,3071,2055,3877,3172,3179,1042,3364
EUW1_7649771488,0,223,4633,3084,1082,3174,3083,0,3340,234,3031,6676,6673,3036,3170,0,3363,166,1055,3087,3176,6676,3031,3036,3340,901,1038,3508,3161,3009,3094,0,3363,60,4646,4645,2055,3916,3173,3877,3364,86,6631,3006,3071,3046,0,0,3340,9,3157,3118,3152,3020,4645,1052,3330,777,3153,3006,1055,6673,3031,1036,3340,67,3302,6672,3006,1031,3124,1011,3340,63,3871,3116,3020,6653,3165,2055,3364
EUW1_7649698488,1,901,6673,3031,3009,3036,3094,3814,3340,107,3142,6698,3009,3036,3026,3031,3340,245,2421,3152,3020,3100,4645,3089,3340,202,3026,6676,3006,3031,3094,3036,3363,44,3107,3121,3869,3009,3075,6665,3364,75,3075,3110,3174,6610,3065,6662,3340,91,3071,6696,3142,3170,6333,3814,3364,61,4645,3157,3175,2503,3089,4628,3363,50,6653,3157,3143,3116,3118,3175,3340,223,3876,3068,3075,3174,3105,1028,3364
EUW1_7649641055,1,901,3156,3508,3094,3170,3031,1029,3340,131,8020,6653,2421,3174,0,2502,3364,157,3006,3156,3153,3046,0,0,3340,81,3078,3042,3171,6694,1055,1037,3363,17,3871,2055,2508,6653,3118,3175,3364,2,6631,1054,6610,3047,2019,3133,3340,82,6653,3116,3115,3111,3065,3076,3364,55,1054,3100,3020,1058,4645,1029,3340,523,3031,6676,1036,3006,1036,0,3364,26,3020,6655,4005,3871,3067,2022,3364
EUW1_7649598399,1,17,1056,3118,1001,6653,4630,1026,3340,238,3071,6692,3047,2021,1028,0,3340,800,1058,2503,3171,3916,1056,6653,3363,236,3158,3508,6675,1038,0,1055,3363,201,3876,3174,2031,3109,3076,1031,3364,516,1054,2031,3084,1001,1011,3801,3364,64,3077,2031,3111,1102,1053,1037,3340,157,1054,6672,6673,3111,1018,0,3340,21,3134,3072,3009,1018,1037,0,3340,57,3876,3190,2055,3158,3067,3114,3364
EUW1_7662255126,0,133,6676,6698,3013,3031,3036,3134,3363,32,3047,6653,3075,3024,3082,0,3364,910,1056,2503,3158,6653,3916,3145,3340,51,3033,3032,3031,3006,3094,1042,3340,267,3870,6617,2055,4005,3114,3158,3364,141,6694,6692,6697,3171,6696,0,3340,35,3142,3172,3031,6676,6699,0,3340,238,1054,6696,6692,3171,6694,0,3340,222,3031,3032,3172,3085,1053,1038,3340,16,3870,3107,3158,6617,3114,3113,3364
EUW1_7662233129,0,10,1056,3006,3115,3124,3116,1058,3340,238,3158,6698,6692,6694,3814,3134,3364,112,2503,3916,3020,6653,3089,1052,3340,895,1055,6676,3047,3031,3123,1036,3340,235,3870,3009,6620,6617,1026,3114,3364,24,1054,3078,3174,6610,3110,0,3340,36,3075,3084,3174,3742,3065,0,3340,34,3040,6657,3020,1082,1058,1058,3340,222,3072,3032,3172,3031,3085,1036,3340,99,3871,6655,3175,4646,2055,0,3364
EUW1_7662192278,1,122,3111,3053,3742,6631,6665,2504,3340,5,6333,3156,3047,2019,3071,6610,3364,7,4628,3157,3020,6655,3135,3089,3364,222,3031,3032,3006,3085,3072,1038,3340,53,3110,3876,3050,3107,3009,3067,3364,13,3135,3175,2503,3040,6657,3089,3340,246,3171,3134,6698,6696,6694,3814,3364,99,6655,4646,3175,3089,3165,1026,3340,81,3078,3033,3042,3161,3171,3072,3364,555,3876,3142,3179,3170,3814,1036,3364
EUW1_7662160753,0,50,3174,6653,3110,3116,0,0,3364,54,3110,3068,3174,3075,3113,2055,3364,99,3020,6655,1056,4646,0,0,3340,22,1055,6672,3006,3046,1038,0,3340,267,3870,4005,3171,3504,3067,0,3364,17,3115,6653,3020,1058,1052,1052,3340,64,6610,6692,3047,3044,3067,0,3340,150,3078,6610,1054,3111,3071,1036,3340,67,1055,3006,3153,3124,3073,1028,3340,37,3870,2055,6620,3158,6617,3114,3364
EUW1_7662094120,1,17,3165,6653,3175,3089,3115,3102,3364,254,3173,3077,3078,3153,6609,1037,3340,34,6653,6657,3157,3170,3089,0,3340,18,3031,3032,3172,6675,3035,3123,3340,63,3871,2503,3175,3916,6653,4645,3364,36,3111,3748,3084,3083,3065,3075,3364,32,3067,6657,3111,3075,2055,3157,3340,38,3041,3040,3157,3020,3118,6657,3364,51,6676,6697,3031,3006,3094,3033,3364,888,3158,3869,3190,3107,3109,3211,3364
EUW1_7662042846,1,50,1056,3116,3047,3110,6653,0,3340,56,6676,6698,3158,6696,3036,3031,3363,112,1056,3157,3020,1082,6653,2503,3340,145,3115,2420,6672,3006,3124,0,3340,412,3107,3190,3869,3076,1031,3009,3364,36,3075,3748,0,3084,3009,3083,3340,904,3053,6631,3174,2019,3133,0,3364,103,1056,3157,1052,3175,2508,3118,3364,21,1055,3072,3009,6676,1018,1037,3340,80,3877,6610,6692,3170,1036,0,3364
EUW1_7661594227,1,127,3089,3118,2508,3175,1052,1052,3340,266,6610,6699,3111,2019,0,0,3340,90,3175,1011,2503,1056,6653,1026,3340,51,1055,3032,3006,3156,3031,1036,3340,143,3871,2503,1033,3158,3116,6653,3364,84,4645,1058,1058,4646,3020,1082,3340,141,6701,6697,3158,6694,3134,1036,3340,13,1056,6657,3111,3040,1058,1058,3340,145,3115,6672,3006,3124,1052,1052,3340,44,1057,3190,3876,3076,3047,3121,3364
EUW1_7661560900,0,141,1055,6692,3047,1028,0,0,3340,33,6660,3075,1102,3047,0,0,3364,103,1056,2420,2031,3118,1001,0,3340,119,1055,1029,3072,1036,1036,1001,3340,44,3870,3158,3067,0,1033,1029,3364,82,1056,3047,3116,3147,0,0,3340,233,1102,3153,3047,2022,0,0,3513,777,1054,2031,3153,3006,0,0,3340,145,1055,3006,6672,3124,1043,0,3340,147,3871,3107,3171,1082,1052,0,3364
EUW1_7661494517,0,266,6610,3047,6692,3071,0,0,3340,200,3153,6672,3091,3047,2019,1036,3340,45,3040,1058,2055,3020,1058,6655,3340,202,1055,6676,3031,3009,3086,1042,3340,412,3876,3190,3107,1029,3009,0,3364,98,1054,3068,3047,3084,3066,1057,3340,60,4645,4646,3175,1082,3089,1029,3364,69,3040,6657,3116,3916,3147,2508,3340,236,1055,6676,3171,6675,3508,3031,3363,267,3870,4638,3158,6617,0,4005,3364
EUW1_7661435594,1,75,3082,3078,3173,3065,3024,1054,3340,234,6676,6672,3173,6673,3026,1038,3340,157,1054,3172,3153,6673,1057,3066,3340,51,3031,3172,6676,3036,3072,0,3363,412,3876,3190,3009,3050,8020,0,3364,27,1058,3089,2421,3009,8010,6653,3340,30,4645,2503,3020,3089,1029,1052,3364,54,3089,2022,3118,3047,3113,2022,3340,21,1018,6676,3009,3031,3072,3123,3340,63,3871,3020,6653,3116,3802,0,3364
EUW1_7660701864,1,78,6610,3121,3170,0,0,0,3340,11,3153,3748,3047,3124,3051,6690,3363,103,2420,3118,3175,4645,1056,0,3340,202,1055,3170,6676,3031,3086,3144,3340,26,3871,3040,3171,3113,3067,3108,3364,82,3116,1054,3047,4633,6653,1029,3340,59,3071,3082,2055,3047,3024,6610,3364,81,3042,6655,1082,0,3158,0,3340,29,3085,3032,1036,1036,0,3006,3363,145,3871,3042,6655,3145,0,0,3364
EUW1_7660625942,0,31,3084,3009,3075,3068,4401,6665,3340,126,3814,6701,3142,3158,6694,6695,3363,910,3020,3157,2503,6653,4645,1058,3340,202,3036,6676,3009,3031,3094,3026,3364,40,3107,3190,3870,3041,3158,6617,3364,83,3181,3078,3170,6694,6609,3161,3340,59,6610,6692,3173,3071,3053,3161,3340,85,3157,3152,4645,3175,4646,1058,3340,145,3115,3157,3172,3124,6672,1058,3340,17,3871,3175,6653,1082,3118,4645,3364
EUW1_7659971843,0,950,1054,6698,3158,6694,3814,0,3340,5,6333,6610,3077,3111,3065,3044,3364,122,6631,3111,3075,2021,1028,0,3340,67,3153,3124,6672,3072,0,3006,3340,40,3107,3870,3504,6617,3009,2055,3364,6,3075,3071,3053,3174,3181,2021,3340,121,6701,3142,3171,3814,1036,0,3340,103,1056,3020,3118,4645,1058,1052,3340,145,1055,3157,3172,3124,3115,6672,3340,50,3871,3116,0,3020,0,6653,3364
EUW1_7659919238,0,266,6692,3047,3071,6610,2019,1036,3340,33,6665,3075,3047,3068,3742,0,3340,50,6653,2503,3116,3020,1052,0,3340,18,3036,1038,3032,3031,3006,6675,3340,89,3869,3190,1057,3109,3075,3047,3364,516,3075,1054,3174,3068,6665,3105,3340,234,6673,3153,3174,6672,1018,0,3340,81,1058,3078,3020,4646,6655,1058,3340,21,3031,6676,3033,3170,1053,1037,3340,53,3190,3107,3876,3009,3076,3110,3364
EUW1_7659869203,1,233,1054,3153,3071,3174,2019,2022,3363,20,4629,6653,3175,3100,0,0,3340,10,3089,3013,3115,3100,1058,3145,3340,21,3072,6676,3170,3031,3086,0,3340,53,3170,3076,1028,3876,3190,3107,3364,41,6676,3078,3033,3158,6695,1018,3340,876,2421,2055,4633,6653,3111,0,3364,84,4646,0,3157,1026,4645,3020,3363,202,3031,6676,3094,3009,0,0,3340,26,2065,3070,3869,3047,4401,1011,3364
EUW1_7659833651,0,82,1056,2031,3116,4633,3173,3147,3340,56,6692,6631,3158,1028,2021,1037,3363,134,3175,4645,6655,0,0,0,3340,51,1055,6676,3031,0,3006,0,3340,63,3871,6653,3116,0,3020,3916,3364,36,1054,3083,3009,3084,3065,0,3340,19,3153,2055,6631,3111,3211,1028,3364,800,4628,4645,6655,3020,1056,3089,3363,222,1055,3032,3006,3031,3085,0,3363,45,3871,2420,3158,3040,2055,1058,3364
